tail,head,edge_weight,edge_type
O00716,Q9H4A3,2.80E-01,MI:0018 (two hybrid)
O00716,Q9NZ01,4.92E-01,MI:0096 (pull down)
O00716,O43795,4.92E-01,MI:0096 (pull down)
O00716,P38646,4.92E-01,MI:0096 (pull down)
O00716,Q16531,4.92E-01,MI:0096 (pull down)
O00716,O75152,4.92E-01,MI:0096 (pull down)
O00716,Q9Y4W6,4.92E-01,MI:0096 (pull down)
O00716,P16615,4.92E-01,MI:0096 (pull down)
O00716,P36406,4.92E-01,MI:0096 (pull down)
O00716,P20248,4.74E-01,SPIKE
O00716,Q9H0A0,4.92E-01,MI:0096 (pull down)
O00716,P23921,4.74E-01,SPIKE
O00716,P35222,4.92E-01,MI:0096 (pull down)
O00716,P11166,4.92E-01,MI:0096 (pull down)
O00716,Q9UJV9,4.92E-01,MI:0096 (pull down)
O00716,P43304,4.92E-01,MI:0096 (pull down)
O00716,Q9Y4A5,4.92E-01,MI:0096 (pull down)
O00716,P33992,4.74E-01,SPIKE
O00716,P33993,4.74E-01,SPIKE
O00716,P33991,3.11E-01,MI:0004 (affinity chromatography technology)
O00716,P04198,4.74E-01,SPIKE
O00716,P08047,4.92E-01,MI:0096 (pull down)
O00716,Q03701,4.92E-01,MI:0096 (pull down)
O00716,P42771,4.74E-01,SPIKE
O00716,P05023,4.92E-01,MI:0096 (pull down)
O00716,Q9BX10,4.92E-01,MI:0096 (pull down)
O00716,Q9Y6V0,4.92E-01,MI:0096 (pull down)
O00716,Q8IXI1,4.92E-01,MI:0096 (pull down)
O00716,Q14739,4.92E-01,MI:0096 (pull down)
O00716,P54098,4.92E-01,MI:0096 (pull down)
O00716,P05556,4.92E-01,MI:0096 (pull down)
O00716,Q9H211,4.74E-01,SPIKE
O00716,Q9NXE4,4.92E-01,MI:0096 (pull down)
O00716,Q99741,4.74E-01,SPIKE
O00716,Q8N488,6.41E-01,MI:0018 (two hybrid)|MI:0004 (affinity chromatography technology)
O00716,Q9Y5K5,4.92E-01,MI:0096 (pull down)
O00716,Q13547,3.11E-01,MI:0004 (affinity chromatography technology)
O00716,P01106,4.74E-01,SPIKE
O00716,Q6P9B9,4.92E-01,MI:0096 (pull down)
O00716,P42704,4.92E-01,MI:0096 (pull down)
O00716,P02533,4.92E-01,MI:0096 (pull down)
O00716,P12236,4.92E-01,MI:0096 (pull down)
O00716,P12235,4.92E-01,MI:0096 (pull down)
O00716,P04264,4.92E-01,MI:0096 (pull down)
O00716,P04183,4.74E-01,SPIKE
O00716,P51153,4.92E-01,MI:0096 (pull down)
O00716,Q9Y3T9,4.92E-01,MI:0096 (pull down)
O00716,Q96RE9,4.92E-01,MI:0096 (pull down)
O00716,Q14978,4.92E-01,MI:0096 (pull down)
O00716,Q14186,7.50E-01,MI:0428 (imaging technique)|KEGG group-entry|MI:0676 (tandem affinity purification)
O00716,Q9UH99,4.92E-01,MI:0096 (pull down)
O00716,Q99594,2.80E-01,MI:0018 (two hybrid)
O00716,Q96JM7,7.50E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0096 (pull down)
O00716,Q01094,7.50E-01,MI:0007 (anti tag coimmunoprecipitation)|SPIKE
O00716,P61619,4.92E-01,MI:0096 (pull down)
O00716,Q9UBX3,4.92E-01,MI:0096 (pull down)
O00716,P46977,4.92E-01,MI:0096 (pull down)
O00716,P19532,7.50E-01,MI:0018 (two hybrid)|MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
O00716,Q9BQG0,4.92E-01,MI:0096 (pull down)
O00716,Q92871,4.92E-01,MI:0096 (pull down)
O00716,P24385,4.74E-01,SPIKE
O00716,P11021,4.92E-01,MI:0096 (pull down)
O00716,P12004,7.50E-01,MI:0004 (affinity chromatography technology)|SPIKE
O00716,P43246,7.50E-01,MI:0428 (imaging technique)|MI:0813 (proximity ligation assay)|MI:0096 (pull down)
O00716,P43243,4.92E-01,MI:0096 (pull down)
Q9UBM1,P10451,2.80E-01,MI:0018 (two hybrid)
Q9UBM7,O95718,3.11E-01,MI:0004 (affinity chromatography technology)
Q9UBM7,O94822,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
Q9UBM7,Q14999,3.11E-01,MI:0004 (affinity chromatography technology)
Q9UBM7,Q6IQ23,4.14E-01,MI:0006 (anti bait coimmunoprecipitation)
Q9UBM7,Q9UKV8,3.49E-01,MI:0007 (anti tag coimmunoprecipitation)
Q9UBM7,Q96T76,3.11E-01,MI:0004 (affinity chromatography technology)
Q9UBM7,Q9NPH0,7.50E-01,MI:0004 (affinity chromatography technology)|SPIKE
Q9UBM7,O95793,3.11E-01,MI:0004 (affinity chromatography technology)
Q9UBM7,Q13418,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|SPIKE
Q9UBM7,Q9UKE5,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|SPIKE
Q9UBM7,Q6NUS6,3.33E-02,MI:1313 (bioid)|MI:1314 (proximity-dependent biotin identification)
Q9UBM7,O60427,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|SPIKE|MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
Q9UBM7,O00716,4.92E-01,MI:0096 (pull down)
Q9UBM7,Q96GX1,3.33E-02,MI:1313 (bioid)|MI:1314 (proximity-dependent biotin identification)
Q9UBM7,P04626,3.90E-01,MI:0676 (tandem affinity purification)
Q9UBM7,Q99608,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)|SPIKE
Q9UBM7,O14656,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)|SPIKE
Q9UBM4,P46108,7.50E-01,MI:0081 (peptide array)|SPIKE
Q9UBM4,O95433,4.74E-01,SPIKE
P24522,Q9H4H8,2.80E-01,MI:0018 (two hybrid)
P24522,P62879,2.80E-01,MI:0018 (two hybrid)
P24522,P28715,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0096 (pull down)
P24522,P80303,7.50E-01,MI:0018 (two hybrid)|MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P24522,P51668,2.80E-01,MI:0018 (two hybrid)
P24522,P38936,7.50E-01,MI:0004 (affinity chromatography technology)|MI:0096 (pull down)|SPIKE
P24522,Q9UKY1,2.80E-01,MI:0018 (two hybrid)
P24522,Q9H1I8,4.08E-01,MI:0018 (two hybrid)|MI:0397 (two hybrid array)
P24522,Q9Y297,3.11E-01,MI:0004 (affinity chromatography technology)
P24522,O75165,2.80E-01,MI:0018 (two hybrid)
P24522,P10276,7.50E-01,SPIKE|MI:0004 (affinity chromatography technology)
P24522,Q8IWY9,7.24E-01,MI:0019 (coimmunoprecipitation)
P24522,Q8TDZ2,2.80E-01,MI:0018 (two hybrid)
P24522,Q9UNL4,7.50E-01,MI:0428 (imaging technique)|MI:0004 (affinity chromatography technology)
P24522,P45985,4.74E-01,SPIKE
P24522,Q13561,7.50E-01,MI:0018 (two hybrid)|MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)|MI:0398 (two hybrid pooling approach)|SPIKE
P24522,P06493,7.50E-01,MI:0019 (coimmunoprecipitation)|SPIKE|KEGG inhibition|MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P24522,P62081,3.11E-01,MI:0004 (affinity chromatography technology)
P24522,Q15652,2.80E-01,MI:0018 (two hybrid)
P24522,Q16539,4.74E-01,SPIKE
P24522,P32456,2.80E-01,MI:0018 (two hybrid)
P24522,P46379,2.80E-01,MI:0018 (two hybrid)
P24522,Q8IWV7,2.80E-01,MI:0018 (two hybrid)
P24522,Q9GZX7,3.49E-01,MI:0007 (anti tag coimmunoprecipitation)
P24522,P19793,7.50E-01,MI:0018 (two hybrid)|SPIKE|MI:0004 (affinity chromatography technology)
P24522,Q04724,2.80E-01,MI:0018 (two hybrid)
P24522,P26641,2.80E-01,MI:0018 (two hybrid)
P24522,Q9UHY1,2.80E-01,MI:0018 (two hybrid)
P24522,P27695,3.11E-01,MI:0004 (affinity chromatography technology)
P24522,P04406,2.80E-01,MI:0018 (two hybrid)
P24522,Q16877,2.80E-01,MI:0018 (two hybrid)
P24522,P25445,4.08E-01,MI:0018 (two hybrid)|MI:0397 (two hybrid array)
P24522,P14635,7.50E-01,KEGG inhibition|MI:0096 (pull down)|SPIKE
P24522,P03372,3.11E-01,MI:0004 (affinity chromatography technology)
P24522,Q8WWL7,7.50E-01,KEGG inhibition|SPIKE
P24522,P17980,2.80E-01,MI:0018 (two hybrid)
P24522,Q96ID5,2.80E-01,MI:0018 (two hybrid)
P24522,O75689,2.80E-01,MI:0018 (two hybrid)
P24522,P02792,7.04E-01,MI:0398 (two hybrid pooling approach)|SPIKE
P24522,Q00987,7.50E-01,MI:0415 (enzymatic study)|MI:0004 (affinity chromatography technology)
P24522,Q06330,2.80E-01,MI:0018 (two hybrid)
P24522,Q9H254,2.80E-01,MI:0018 (two hybrid)
P24522,P28482,3.11E-01,MI:0004 (affinity chromatography technology)
P24522,O14965,4.92E-01,MI:0096 (pull down)
P24522,Q9Y371,7.50E-01,MI:0018 (two hybrid)|MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P24522,P40763,3.11E-01,MI:0004 (affinity chromatography technology)
P24522,Q8TAE8,7.50E-01,MI:0018 (two hybrid)|MI:0004 (affinity chromatography technology)|MI:0007 (anti tag coimmunoprecipitation)|MI:0096 (pull down)|SPIKE
P24522,Q9UKR5,2.80E-01,MI:0018 (two hybrid)
P24522,Q9UQ88,2.80E-01,MI:0018 (two hybrid)
P24522,P09651,3.11E-01,MI:0004 (affinity chromatography technology)
P24522,Q8N448,4.05E-01,MI:1356 (validated two hybrid)|MI:2215 (barcode fusion genetics two hybrid)
P24522,P15880,2.80E-01,MI:0018 (two hybrid)
P24522,P01871,2.80E-01,MI:0018 (two hybrid)
P24522,P12004,7.50E-01,MI:0018 (two hybrid)|MI:0004 (affinity chromatography technology)|MI:0019 (coimmunoprecipitation)|MI:0047 (far western blotting)|KEGG activation|SPIKE|MI:0096 (pull down)
P24522,Q504T8,2.80E-01,MI:0018 (two hybrid)
P24522,O95257,7.50E-01,MI:0004 (affinity chromatography technology)|SPIKE
P24522,P47897,2.80E-01,MI:0018 (two hybrid)
P24522,Q92945,2.80E-01,MI:0018 (two hybrid)
P24522,P68104,2.80E-01,MI:0018 (two hybrid)
P24522,P52564,7.50E-01,MI:0428 (imaging technique)|MI:0111 (dihydrofolate reductase reconstruction)|MI:0813 (proximity ligation assay)|SPIKE
P24522,P21246,2.80E-01,MI:0018 (two hybrid)
P24522,Q12873,2.80E-01,MI:0018 (two hybrid)
P24522,O75293,3.11E-01,MI:0004 (affinity chromatography technology)
P24522,Q15262,2.80E-01,MI:0018 (two hybrid)
P24522,P05452,2.80E-01,MI:0018 (two hybrid)
P24522,P48740,2.80E-01,MI:0018 (two hybrid)
P24522,Q13569,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0007 (anti tag coimmunoprecipitation)
P24522,P61968,2.80E-01,MI:0018 (two hybrid)
P24522,Q07869,4.74E-01,SPIKE
P24522,P07199,2.80E-01,MI:0018 (two hybrid)
P24522,P08670,2.80E-01,MI:0018 (two hybrid)
P24522,Q8N205,2.80E-01,MI:0018 (two hybrid)
P24522,Q75N90,2.80E-01,MI:0018 (two hybrid)
P24522,P52742,2.80E-01,MI:0018 (two hybrid)
P24522,Q9Y6R4,7.50E-01,MI:0018 (two hybrid)|MI:0004 (affinity chromatography technology)|MI:0111 (dihydrofolate reductase reconstruction)|KEGG activation|SPIKE
P24522,Q6UXH1,2.80E-01,MI:0018 (two hybrid)
P24522,O95067,7.50E-01,KEGG inhibition|SPIKE
P24522,Q7Z5J4,2.80E-01,MI:0018 (two hybrid)
P24522,P26358,3.11E-01,MI:0004 (affinity chromatography technology)
P24522,P42345,7.50E-01,MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P24522,Q00013,2.80E-01,MI:0018 (two hybrid)
Q9BXX0,Q9NRD1,3.11E-01,MI:0004 (affinity chromatography technology)
Q9BXX0,Q9Y6C2,2.80E-01,MI:0018 (two hybrid)
Q13835,P35219,3.11E-01,MI:0004 (affinity chromatography technology)
Q13835,Q63HR2,6.08E-01,MI:0018 (two hybrid)|MI:1356 (validated two hybrid)|MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
Q13835,Q92734,3.11E-01,MI:0004 (affinity chromatography technology)
Q13835,Q96ER9,3.11E-01,MI:0004 (affinity chromatography technology)
Q13835,P49736,3.11E-01,MI:0004 (affinity chromatography technology)
Q13835,O95249,7.50E-01,MI:0004 (affinity chromatography technology)|MI:0007 (anti tag coimmunoprecipitation)|SPIKE
Q13835,Q5MNZ9,7.50E-01,MI:0004 (affinity chromatography technology)|MI:0007 (anti tag coimmunoprecipitation)|SPIKE
Q13835,P60520,3.49E-01,MI:0007 (anti tag coimmunoprecipitation)
Q13835,Q13057,3.11E-01,MI:0004 (affinity chromatography technology)
Q13835,P15924,7.50E-01,MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
Q13835,Q562F6,3.11E-01,MI:0004 (affinity chromatography technology)
Q13835,P05787,4.92E-01,MI:0096 (pull down)
Q13835,O94782,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
Q13835,Q9Y5K5,4.92E-01,MI:0096 (pull down)
Q13835,Q15022,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
Q13835,Q9H0W5,3.11E-01,MI:0004 (affinity chromatography technology)
Q13835,P01106,7.46E-01,MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q13835,P02533,4.92E-01,MI:0096 (pull down)
Q13835,Q9BX46,3.11E-01,MI:0004 (affinity chromatography technology)
Q13835,Q13148,3.11E-01,MI:0004 (affinity chromatography technology)
Q13835,Q969Q5,4.74E-01,SPIKE
Q13835,Q02413,4.92E-01,MI:0096 (pull down)
Q13835,P35226,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
Q13835,P09651,3.11E-01,MI:0004 (affinity chromatography technology)
Q13835,O60543,3.11E-01,MI:0004 (affinity chromatography technology)
Q13835,Q9UHL9,6.80E-01,MI:0018 (two hybrid)|MI:0007 (anti tag coimmunoprecipitation)
Q13835,Q9BU20,3.11E-01,MI:0004 (affinity chromatography technology)
Q13835,P23258,3.11E-01,MI:0004 (affinity chromatography technology)
Q13835,Q08554,2.80E-01,MI:0018 (two hybrid)
Q13835,P08670,4.92E-01,MI:0096 (pull down)
Q13835,Q9H0R8,3.49E-01,MI:0007 (anti tag coimmunoprecipitation)
Q13835,Q6ZQN5,7.46E-01,MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q7Z3T1,P62873,6.26E-01,KEGG activation
Q7Z3T1,Q9P2W3,6.26E-01,KEGG activation
Q7Z3T1,O60262,6.26E-01,KEGG activation
Q7Z3T1,P38405,6.26E-01,KEGG activation
A0AVF1,Q8N4P2,5.64E-01,MI:0676 (tandem affinity purification)|MI:2222 (inference by socio-affinity scoring)
A0AVF1,Q8IY31,1.66E-01,MI:2222 (inference by socio-affinity scoring)
A0AVF1,Q8NAF0,3.11E-01,MI:0004 (affinity chromatography technology)
A0AVF1,Q86WT1,5.64E-01,MI:0676 (tandem affinity purification)|MI:2222 (inference by socio-affinity scoring)
A0AVF1,Q9NWB7,3.11E-01,MI:0004 (affinity chromatography technology)
A0AVF1,Q8TAT6,3.11E-01,MI:0004 (affinity chromatography technology)
A0AVF1,P52790,3.11E-01,MI:0004 (affinity chromatography technology)
A0AVF1,Q9NQC8,5.64E-01,MI:0676 (tandem affinity purification)|MI:2222 (inference by socio-affinity scoring)
A0AVF1,Q13099,7.50E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0096 (pull down)|MI:0676 (tandem affinity purification)|MI:2222 (inference by socio-affinity scoring)
A0AVF1,Q96LB3,5.64E-01,MI:0676 (tandem affinity purification)|MI:2222 (inference by socio-affinity scoring)
A0AVF1,Q9UG01,7.50E-01,MI:0096 (pull down)|MI:0676 (tandem affinity purification)|MI:2222 (inference by socio-affinity scoring)
A0AVF1,P55072,3.11E-01,MI:0004 (affinity chromatography technology)
A0AVF1,Q96LJ8,7.50E-01,MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
A0AVF1,P08151,7.46E-01,MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
A0AVF1,Q86VQ0,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
A0AVF1,Q9Y547,7.50E-01,MI:0676 (tandem affinity purification)|MI:0096 (pull down)|MI:2222 (inference by socio-affinity scoring)
A0AVF1,Q92890,3.11E-01,MI:0004 (affinity chromatography technology)
A0AVF1,Q3SXY8,3.11E-01,MI:0004 (affinity chromatography technology)
A0AVF1,Q9H7X7,5.64E-01,MI:0676 (tandem affinity purification)|MI:2222 (inference by socio-affinity scoring)
A0AVF1,Q9BW83,7.50E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0676 (tandem affinity purification)|MI:2222 (inference by socio-affinity scoring)
A0AVF1,Q8WYA0,5.64E-01,MI:0676 (tandem affinity purification)|MI:2222 (inference by socio-affinity scoring)
A0AVF1,O14980,3.11E-01,MI:0004 (affinity chromatography technology)
A0AVF1,Q9P2H3,5.64E-01,MI:0676 (tandem affinity purification)|MI:2222 (inference by socio-affinity scoring)
A0AVF1,Q9Y366,5.64E-01,MI:0676 (tandem affinity purification)|MI:2222 (inference by socio-affinity scoring)
P40424,Q15717,3.11E-01,MI:0004 (affinity chromatography technology)
P40424,Q86YD7,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
P40424,P09067,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
P40424,Q13394,3.11E-01,MI:0004 (affinity chromatography technology)
P40424,P35580,7.50E-01,SPIKE|MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P40424,Q00444,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
P40424,O00358,7.46E-01,MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
P40424,P09629,7.50E-01,MI:0018 (two hybrid)|MI:0007 (anti tag coimmunoprecipitation)|MI:0096 (pull down)|SPIKE
P40424,P14653,7.50E-01,MI:0114 (x-ray crystallography)|MI:0096 (pull down)|SPIKE
P40424,P51532,3.11E-01,MI:0004 (affinity chromatography technology)
P40424,Q13526,6.70E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)|SPIKE
P40424,P43355,3.11E-01,MI:0004 (affinity chromatography technology)
P40424,P55347,7.50E-01,MI:0004 (affinity chromatography technology)|MI:0007 (anti tag coimmunoprecipitation)|MI:0096 (pull down)|SPIKE
P40424,P14859,4.92E-01,MI:0096 (pull down)
P40424,P42772,3.49E-01,MI:0007 (anti tag coimmunoprecipitation)
P40424,Q00987,7.50E-01,MI:0415 (enzymatic study)|MI:0096 (pull down)
P40424,O75182,3.11E-01,MI:0004 (affinity chromatography technology)
P40424,P31273,5.04E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)|MI:0004 (affinity chromatography technology)
P40424,Q13077,3.11E-01,MI:0004 (affinity chromatography technology)
P40424,O14770,7.50E-01,MI:0018 (two hybrid)|MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P40424,Q9C009,7.46E-01,MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
P40424,P04839,5.60E-01,MI:0412 (electrophoretic mobility supershift assay)
P40424,P49639,4.74E-01,SPIKE
P40424,P52945,7.50E-01,MI:0096 (pull down)|SPIKE
P40424,O15379,3.11E-01,MI:0004 (affinity chromatography technology)
P40424,O60663,3.11E-01,MI:0004 (affinity chromatography technology)
P40424,Q12948,7.46E-01,MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
P40424,Q5JVL4,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
P40424,P55072,4.74E-01,SPIKE
P40424,P13569,7.50E-01,MI:0412 (electrophoretic mobility supershift assay)|MI:0007 (anti tag coimmunoprecipitation)
P40424,P31260,7.50E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0096 (pull down)
P40424,Q5PSV4,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
P40424,Q9Y586,3.11E-01,MI:0004 (affinity chromatography technology)
P40424,P28356,7.50E-01,MI:0096 (pull down)|SPIKE
P40424,P00749,5.60E-01,MI:0412 (electrophoretic mobility supershift assay)
P40424,Q06330,7.46E-01,MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
P40424,P12830,3.49E-01,MI:0007 (anti tag coimmunoprecipitation)
P40424,P22301,4.74E-01,SPIKE
P40424,P04150,7.50E-01,MI:0004 (affinity chromatography technology)|SPIKE
P40424,P55317,7.46E-01,MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
P40424,Q6STE5,4.92E-01,MI:0096 (pull down)
P40424,P09016,7.50E-01,MI:0096 (pull down)|SPIKE
P40424,P31314,4.74E-01,SPIKE
P40424,Q96AQ6,4.74E-01,SPIKE
P40424,P31269,7.50E-01,MI:0096 (pull down)|SPIKE
P40424,P15172,7.50E-01,MI:0004 (affinity chromatography technology)|SPIKE
P40424,Q96JM2,4.74E-01,SPIKE
P40424,Q9H9S0,4.74E-01,SPIKE
P40424,Q92830,7.50E-01,MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P40424,P40425,7.50E-01,MI:0428 (imaging technique)|SPIKE
P40424,P05093,4.74E-01,SPIKE
P40424,O00470,7.50E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P40424,Q96PU5,2.80E-01,MI:0018 (two hybrid)
P40424,Q13547,3.11E-01,MI:0004 (affinity chromatography technology)
P40424,P17481,7.50E-01,MI:0096 (pull down)|SPIKE
P40424,Q96GN5,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
P40424,P15374,2.01E-01,MI:0401 (biochemical)
P40424,Q92793,4.92E-01,MI:0096 (pull down)
P40425,Q15717,3.11E-01,MI:0004 (affinity chromatography technology)
P40425,Q86YD7,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
P40425,Q96SQ5,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
P40425,P09067,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
P40425,A6NC98,7.50E-01,MI:0018 (two hybrid)|SPIKE
P40425,Q9UQB8,7.50E-01,MI:0018 (two hybrid)|SPIKE
P40425,Q00444,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
P40425,O00358,7.46E-01,MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
P40425,P34897,3.11E-01,MI:0004 (affinity chromatography technology)
P40425,Q9H257,6.08E-01,MI:0018 (two hybrid)|MI:1356 (validated two hybrid)|MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
P40425,P42285,7.50E-01,MI:0018 (two hybrid)|SPIKE
P40425,Q13394,3.11E-01,MI:0004 (affinity chromatography technology)
P40425,O60663,3.11E-01,MI:0004 (affinity chromatography technology)
P40425,P55347,7.50E-01,MI:0428 (imaging technique)|MI:0004 (affinity chromatography technology)|SPIKE
P40425,P31274,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
P40425,Q7L5N1,7.50E-01,MI:0018 (two hybrid)|SPIKE
P40425,P31273,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
P40425,Q13077,3.11E-01,MI:0004 (affinity chromatography technology)
P40425,O14770,3.11E-01,MI:0004 (affinity chromatography technology)
P40425,O60682,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
P40425,Q8NB16,4.74E-01,SPIKE
P40425,Q9H7B4,7.50E-01,MI:0018 (two hybrid)|SPIKE
P40425,P49639,6.08E-01,MI:0018 (two hybrid)|MI:1356 (validated two hybrid)|MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
P40425,O95163,7.50E-01,MI:0018 (two hybrid)|SPIKE
P40425,P43355,3.11E-01,MI:0004 (affinity chromatography technology)
P40425,Q12948,7.46E-01,MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
P40425,Q5JVL4,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
P40425,P36578,7.50E-01,MI:0018 (two hybrid)|SPIKE
P40425,Q13515,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
P40425,P37198,7.50E-01,MI:0018 (two hybrid)|SPIKE
P40425,Q5PSV4,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
P40425,Q9Y586,3.11E-01,MI:0004 (affinity chromatography technology)
P40425,Q5TAB7,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
P40425,O43638,7.46E-01,MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
P40425,Q9NXF8,7.50E-01,MI:0018 (two hybrid)|SPIKE
P40425,P48431,3.11E-01,MI:0004 (affinity chromatography technology)
P40425,P31269,7.50E-01,SPIKE|MI:0007 (anti tag coimmunoprecipitation)|MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P40425,Q86W92,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
P40425,P78537,7.50E-01,MI:0018 (two hybrid)|SPIKE
P40425,P40424,7.50E-01,MI:0428 (imaging technique)|SPIKE
P40425,Q9HCE1,3.11E-01,MI:0004 (affinity chromatography technology)
P40425,Q96S38,7.50E-01,MI:0018 (two hybrid)|SPIKE
P40425,P16220,7.46E-01,MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
P40425,Q96GN5,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
P40425,O75935,7.50E-01,MI:0018 (two hybrid)|SPIKE
P40425,Q8TDH9,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
P40425,Q504Y3,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
P40425,Q96EZ8,7.50E-01,MI:0018 (two hybrid)|SPIKE
P40425,Q6ZQN5,7.46E-01,MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
P40425,P20719,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
P40426,O14770,3.11E-01,MI:0004 (affinity chromatography technology)
P40426,P06753,2.80E-01,MI:0018 (two hybrid)
P40426,Q13394,3.11E-01,MI:0004 (affinity chromatography technology)
P40426,Q6RW13,7.50E-01,MI:0018 (two hybrid)|SPIKE
P40426,Q9UBF1,2.80E-01,MI:0018 (two hybrid)
P40426,Q9UI14,2.80E-01,MI:0018 (two hybrid)
P40426,O00358,7.46E-01,MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
P40426,O60663,3.11E-01,MI:0004 (affinity chromatography technology)
P40426,Q9Y586,3.11E-01,MI:0004 (affinity chromatography technology)
P40426,Q15649,2.80E-01,MI:0018 (two hybrid)
P40426,P43355,6.41E-01,MI:0018 (two hybrid)|MI:0004 (affinity chromatography technology)
P40426,P17481,4.92E-01,MI:0096 (pull down)
